REF_DATE,GEO,DGUID,Age group,Sex,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2000,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,36300,A,,,0
2001,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,36200,A,,,0
2002,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,37000,A,,,0
2003,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,36800,A,,,0
2004,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,37300,A,,,0
2005,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,38800,A,,,0
2006,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,40900,A,,,0
2007,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,43400,A,,,0
2008,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,44700,A,,,0
2009,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,44800,A,,,0
2010,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,46400,A,,,0
2011,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,48300,A,,,0
2012,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,50300,A,,,0
2013,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53400,A,,,0
2014,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53700,A,,,0
2015,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,54700,B,,,0
2016,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53100,A,,,0
2017,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53100,A,,,0
2018,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53200,A,,,0
2019,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53000,B,,,0
2020,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,54000,A,,,0
2021,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,54700,A,,,0
2022,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53000,A,,,0
2023,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107664457,3.1.1.1.4,53600,A,,,0
2000,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,25300,A,,,0
2001,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,26400,A,,,0
2002,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,26800,A,,,0
2003,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,27000,A,,,0
2004,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,26800,A,,,0
2005,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,27900,B,,,0
2006,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,29300,B,,,0
2007,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,31400,B,,,0
2008,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,33100,B,,,0
2009,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,32900,B,,,0
2010,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,33400,A,,,0
2011,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,35300,A,,,0
2012,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,36000,B,,,0
2013,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,38900,A,,,0
2014,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,39600,B,,,0
2015,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,37600,B,,,0
2016,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,38300,A,,,0
2017,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,39300,B,,,0
2018,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,39500,A,,,0
2019,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,39600,B,,,0
2020,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,43100,A,,,0
2021,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,41500,A,,,0
2022,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,40600,A,,,0
2023,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107664458,3.1.1.1.5,39800,A,,,0
2000,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,726,A,,,0
2001,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,730,A,,,0
2002,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,736,A,,,0
2003,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,742,A,,,0
2004,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,748,A,,,0
2005,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,751,A,,,0
2006,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,751,A,,,0
2007,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,758,A,,,0
2008,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,760,A,,,0
2009,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,763,A,,,0
2010,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,767,A,,,0
2011,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,773,A,,,0
2012,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,772,A,,,0
2013,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,768,A,,,0
2014,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,762,A,,,0
2015,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,770,A,,,0
2016,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,775,A,,,0
2017,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,783,A,,,0
2018,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,790,A,,,0
2019,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,799,A,,,0
2020,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,809,A,,,0
2021,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,821,A,,,0
2022,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,852,A,,,0
2023,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107668054,5.1.1.1.1,878,A,,,0
2000,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,694,A,,,0
2001,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,702,A,,,0
2002,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,711,A,,,0
2003,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,715,A,,,0
2004,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,722,A,,,0
2005,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,731,A,,,0
2006,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,729,A,,,0
2007,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,733,A,,,0
2008,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,740,A,,,0
2009,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,739,A,,,0
2010,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,746,A,,,0
2011,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,754,A,,,0
2012,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,755,A,,,0
2013,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,746,A,,,0
2014,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,747,A,,,0
2015,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,751,A,,,0
2016,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,757,A,,,0
2017,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,768,A,,,0
2018,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,774,A,,,0
2019,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,787,A,,,0
2020,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,800,A,,,0
2021,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,810,A,,,0
2022,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,833,A,,,0
2023,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107668055,5.1.1.1.2,855,A,,,0
2000,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,28604,A,,,0
2001,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,29550,B,,,0
2002,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,30291,A,,,0
2003,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,29894,A,,,0
2004,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,30484,A,,,0
2005,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,31612,A,,,0
2006,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,32488,A,,,0
2007,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,33297,A,,,0
2008,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,33190,A,,,0
2009,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,34410,A,,,0
2010,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,34152,A,,,0
2011,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,35098,A,,,0
2012,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,36003,A,,,0
2013,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,37239,A,,,0
2014,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,37223,A,,,0
2015,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,37505,A,,,0
2016,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,38254,A,,,0
2017,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,38471,A,,,0
2018,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,39175,A,,,0
2019,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,39536,A,,,0
2020,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,42137,A,,,0
2021,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,43204,A,,,0
2022,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,42268,A,,,0
2023,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107668056,5.1.1.1.3,44103,A,,,0
2000,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,41200,A,,,0
2001,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,42100,B,,,0
2002,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,42600,A,,,0
2003,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,41800,A,,,0
2004,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,42200,A,,,0
2005,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,43200,A,,,0
2006,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,44600,A,,,0
2007,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,45400,A,,,0
2008,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,44800,A,,,0
2009,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,46600,A,,,0
2010,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,45800,A,,,0
2011,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,46500,A,,,0
2012,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,47700,A,,,0
2013,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,49900,A,,,0
2014,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,49800,A,,,0
2015,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,49900,A,,,0
2016,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,50500,A,,,0
2017,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,50100,A,,,0
2018,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,50600,A,,,0
2019,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,50300,A,,,0
2020,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,52700,A,,,0
2021,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,53300,A,,,0
2022,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,50800,A,,,0
2023,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107668057,5.1.1.1.4,51600,A,,,0
2000,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,30300,A,,,0
2001,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,31200,A,,,0
2002,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,31900,A,,,0
2003,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,31300,A,,,0
2004,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,32400,B,,,0
2005,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,32700,B,,,0
2006,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,35000,A,,,0
2007,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,35400,B,,,0
2008,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,33000,B,,,0
2009,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,35300,A,,,0
2010,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,35300,A,,,0
2011,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,37400,A,,,0
2012,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,37600,A,,,0
2013,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,38600,A,,,0
2014,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,38800,A,,,0
2015,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,38300,B,,,0
2016,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,38900,A,,,0
2017,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,39300,A,,,0
2018,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,39700,A,,,0
2019,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,40800,A,,,0
2020,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,42500,A,,,0
2021,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,42400,A,,,0
2022,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,40200,A,,,0
2023,Nova Scotia,2021A000212,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107668058,5.1.1.1.5,41700,A,,,0
2000,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,9172,A,,,0
2001,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,9345,A,,,0
2002,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,9506,A,,,0
2003,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,9651,A,,,0
